,building,geometry,osm_id,area,category
326,yes,"MultiPolygon (((908830.55696887744124979 7012594.24077604059129953, 908859.18834190955385566 7012594.1108137471601367, 908859.11041826568543911 7012574.98781398963183165, 908830.47904523380566388 7012575.11777597106993198, 908830.55696887744124979 7012594.24077604059129953)))",116809850,547.53,residential
324,yes,"MultiPolygon (((908605.12386807193979621 7012565.11070975568145514, 908620.60840924130752683 7012571.01469164155423641, 908628.7347320691915229 7012549.70096632000058889, 908613.2501908999402076 7012543.7970002219080925, 908605.12386807193979621 7012565.11070975568145514)))",116809845,378.01,residential
323,yes,"MultiPolygon (((908728.37680827814619988 7012644.16501870099455118, 908740.92251489055342972 7012650.10619149543344975, 908751.83182498824317008 7012627.02847323194146156, 908739.28611837583594024 7012621.10588374454528093, 908728.37680827814619988 7012644.16501870099455118)))",116809844,354.12,residential
322,yes,"MultiPolygon (((908977.02002291404642165 7012606.6057694423943758, 908999.90731022111140192 7012614.21786201186478138, 909007.05402153008617461 7012592.79262491222470999, 908984.16673422302119434 7012585.16198678687214851, 908977.02002291404642165 7012606.6057694423943758)))",116809842,545.05,residential
321,yes,"MultiPolygon (((908541.90552925027441233 7012591.25164387654513121, 908562.64435038540977985 7012600.86885570362210274, 908571.49424990336410701 7012583.41678104642778635, 908547.97244149865582585 7012574.31943812966346741, 908541.90552925027441233 7012591.25164387654513121)))",116809839,450.26,residential
320,yes,"MultiPolygon (((908873.90477859240490943 7012714.71673162654042244, 908898.79581673361826688 7012724.48262320272624493, 908907.73477184446528554 7012701.68318394292145967, 908882.84373370301909745 7012691.93588656932115555, 908873.90477859240490943 7012714.71673162654042244)))",116809837,654.48,residential
319,yes,"MultiPolygon (((908756.00630589306820184 7012562.27011625561863184, 908773.24969501688610762 7012570.23492020275443792, 908777.93624557927250862 7012560.06076645571738482, 908760.69285645545460284 7012552.11453862488269806, 908756.00630589306820184 7012562.27011625561863184)))",116809836,212.56,residential
318,yes,"MultiPolygon (((908813.11320466990582645 7012752.88918194640427828, 908828.7201972792390734 7012762.15382660180330276, 908833.46240758709609509 7012754.15169802028685808, 908822.9538476561428979 7012747.91338526085019112, 908820.50481885869521648 7012752.05369347892701626, 908815.40638618043158203 7012749.02736932318657637, 908813.11320466990582645 7012752.88918194640427828)))",116809835,140.29,residential
317,yes,"MultiPolygon (((910025.93905686284415424 7010744.29373427480459213, 910051.69838703237473965 7010745.64874088857322931, 910052.66686660214327276 7010725.69489962607622147, 910026.71829329838510603 7010724.91530870459973812, 910025.93905686284415424 7010744.29373427480459213)))",116593558,509.38,residential
314,yes,"MultiPolygon (((908381.22697623947169632 7013412.93387174606323242, 908382.38469894358422607 7013414.66069120448082685, 908409.90287706779781729 7013396.16703130397945642, 908412.77491993014700711 7013394.2359688887372613, 908401.57617915642913431 7013377.5620071180164814, 908371.18595816986635327 7013397.98668669816106558, 908381.22697623947169632 7013412.93387174606323242)))",108566851,735.45,residential
325,yes,"MultiPolygon (((908531.56394855573307723 7012452.19325645081698895, 908526.82173824799247086 7012468.84671648126095533, 908564.57017757592257112 7012479.61485854908823967, 908569.3346517818281427 7012462.90567880962044001, 908538.02047902171034366 7012453.97556489519774914, 908540.83686213870532811 7012444.08004494290798903, 908536.23936716909520328 7012442.78044661227613688, 908533.4007201538188383 7012452.73166208621114492, 908531.56394855573307723 7012452.19325645081698895)))",116809849,731.08,residential
121,yes,"MultiPolygon (((909933.45482391165569425 7010829.1398668559268117, 909920.64195052138529718 7010832.03552853502333164, 909924.50473685190081596 7010849.07540511060506105, 909937.30647829326335341 7010846.17973724287003279, 909933.45482391165569425 7010829.1398668559268117)))",98639028,229.4,residential
285,yes,"MultiPolygon (((910223.54228496993891895 7010590.86392701044678688, 910222.36229836754500866 7010612.74781886115670204, 910241.07510477001778781 7010613.75013595912605524, 910242.25509137229528278 7010591.86624135076999664, 910223.54228496993891895 7010590.86392701044678688)))",108149847,410.69,residential
283,yes,"MultiPolygon (((910223.60907666443381459 7010662.00999714247882366, 910236.57779734174255282 7010662.26985871978104115, 910236.8338321705814451 7010649.05405187234282494, 910223.86511149315629154 7010648.81275223195552826, 910223.60907666443381459 7010662.00999714247882366)))",108149845,171.34,residential
254,yes,"MultiPolygon (((909549.36918482778128237 7010992.39371721167117357, 909547.7995800074422732 7010985.84122424107044935, 909519.34631816076580435 7010992.63502725306898355, 909522.10704153240658343 7011004.16223085578531027, 909537.94780507241375744 7011000.37551479041576385, 909536.76781846978701651 7010995.40081210248172283, 909549.36918482778128237 7010992.39371721167117357)))",107751144,280.4,residential
253,yes,"MultiPolygon (((909596.44619748427066952 7010910.33016423974186182, 909582.50899723672773689 7010913.83840560168027878, 909585.8374500114005059 7010927.01752718165516853, 909599.77465025894343853 7010923.49071786366403103, 909596.44619748427066952 7010910.33016423974186182)))",107751143,195.26,residential
252,yes,"MultiPolygon (((909566.53465030796360224 7011015.20682965777814388, 909537.38007566926535219 7011022.24196864385157824, 909541.87738309730775654 7011040.89718255214393139, 909559.15416806831490248 7011036.72063833102583885, 909557.71814663719851524 7011030.74354329984635115, 909569.58480435586534441 7011027.88493421114981174, 909566.53465030796360224 7011015.20682965777814388)))",107751139,500.27,residential
251,yes,"MultiPolygon (((909593.11774470936506987 7010592.94280134420841932, 909587.8745966930873692 7010614.34410170745104551, 909601.04369245399720967 7010617.57379122823476791, 909606.28684047027491033 7010596.17248219437897205, 909593.11774470936506987 7010592.94280134420841932)))",107751138,298.77,residential
250,yes,"MultiPolygon (((909570.59781172208022326 7010804.78665128350257874, 909553.89988810301292688 7010808.72176949121057987, 909556.82759071083273739 7010821.12111692875623703, 909573.52551432978361845 7010817.18599259946495295, 909570.59781172208022326 7010804.78665128350257874)))",107751137,218.56,residential
249,yes,"MultiPolygon (((909533.04974747728556395 7010650.59465744160115719, 909536.41159609926398844 7010664.07032848708331585, 909549.98144202691037208 7010660.67356628365814686, 909546.61959340516477823 7010647.21646248269826174, 909533.04974747728556395 7010650.59465744160115719)))",107751131,194.12,residential
248,yes,"MultiPolygon (((909577.0988699842710048 7010887.98140363674610853, 909579.95978089771233499 7010900.08388083335012197, 909604.32761743245646358 7010894.32963324524462223, 909601.46670651889871806 7010882.22716479003429413, 909577.0988699842710048 7010887.98140363674610853)))",107751128,311.37,residential
247,yes,"MultiPolygon (((909534.81972738110926002 7010580.63661562278866768, 909536.73442262248136103 7010590.15859476570039988, 909546.7754406922031194 7010588.13540526386350393, 909544.86074545048177242 7010578.61342853866517544, 909534.81972738110926002 7010580.63661562278866768)))",107751126,99.48,residential
246,yes,"MultiPolygon (((909561.213578648166731 7010989.57224648911505938, 909549.36918482778128237 7010992.39371721167117357, 909536.76781846978701651 7010995.40081210248172283, 909537.94780507241375744 7011000.37551479041576385, 909539.91816005925647914 7011008.59863089304417372, 909564.36392023751977831 7011002.77005562465637922, 909561.213578648166731 7010989.57224648911505938)))",107751121,341.07,residential
245,yes,"MultiPolygon (((909698.3257954582804814 7010640.14453152567148209, 909686.42574189242441207 7010639.08652664627879858, 909684.87840097025036812 7010656.51578281819820404, 909696.77845453610643744 7010657.57379001192748547, 909698.3257954582804814 7010640.14453152567148209)))",107751119,209.05,residential
244,yes,"MultiPolygon (((909734.04822005378082395 7011085.81837429851293564, 909738.10024951852392405 7011102.97016884665936232, 909758.24907735211309046 7011098.21815280616283417, 909754.20817983639426529 7011081.04780596774071455, 909734.04822005378082395 7011085.81837429851293564)))",107751118,365.14,residential
243,yes,"MultiPolygon (((909757.88172303256578743 7010732.1729319216683507, 909757.85945913440082222 7010753.12912402115762234, 909761.86696080304682255 7010753.12912402115762234, 909761.85582885378971696 7010757.2869578804820776, 909773.41079199826344848 7010757.30551964230835438, 909773.42192394740413874 7010754.15002052765339613, 909776.86169621278531849 7010754.15002052765339613, 909776.87282816204242408 7010750.15924402512609959, 909780.24580873281229287 7010750.15924402512609959, 909780.26807263097725809 7010732.21005532890558243, 909757.88172303256578743 7010732.1729319216683507)))",107751116,510.32,residential
242,yes,"MultiPolygon (((909747.32863530539907515 7010646.58537127450108528, 909747.68485767592210323 7010623.04941724985837936, 909738.79043036140501499 7010622.91948710102587938, 909738.43420799099840224 7010646.45544074196368456, 909747.32863530539907515 7010646.58537127450108528)))",107751115,209.39,residential
241,yes,"MultiPolygon (((909539.09439582738559693 7010612.84062599763274193, 909525.15719558030832559 7010616.33017499279230833, 909529.6878988555399701 7010634.4832789795473218, 909543.63623105175793171 7010630.9937220374122262, 909539.09439582738559693 7010612.84062599763274193)))",107751111,268.93,residential
240,yes,"MultiPolygon (((909648.78862205508630723 7010817.16743069794028997, 909657.77210496214684099 7010814.56876475736498833, 909657.48267428611870855 7010812.71257531736046076, 909654.56610362732317299 7010802.63347422238439322, 909652.82951957092154771 7010797.52896194998174906, 909643.84603666386101395 7010800.12762233428657055, 909648.78862205508630723 7010817.16743069794028997)))",107751110,169.35,residential
239,yes,"MultiPolygon (((909708.81209149083588272 7010647.6433771513402462, 909708.33341768046375364 7010659.61555867921561003, 909725.77718188764993101 7010660.32089706603437662, 909726.26698764727916569 7010648.34871448297053576, 909708.81209149083588272 7010647.6433771513402462)))",107751107,209.25,residential
238,yes,"MultiPolygon (((909518.35557469259947538 7010802.35504619404673576, 909500.18823379522655159 7010806.93982893135398626, 909504.38497859821654856 7010823.57128966134041548, 909522.55231949558947235 7010819.0050592627376318, 909518.35557469259947538 7010802.35504619404673576)))",107751105,321.52,residential
237,yes,"MultiPolygon (((909757.64795210200827569 7010638.64105094969272614, 909757.64795210200827569 7010663.86615148279815912, 909768.75763728306628764 7010663.86615148279815912, 909768.75763728306628764 7010638.64105094969272614, 909757.64795210200827569 7010638.64105094969272614)))",107751103,280.24,residential
236,yes,"MultiPolygon (((909412.51300284650642425 7010670.90098036453127861, 909398.11939268675632775 7010674.16781594045460224, 909402.82820714742410928 7010694.86399288382381201, 909417.21068535791710019 7010691.57858721632510424, 909412.51300284650642425 7010670.90098036453127861)))",107751101,313.05,residential
235,yes,"MultiPolygon (((909456.59552120056468993 7010602.03788294270634651, 909465.66805970028508455 7010606.78960316814482212, 909470.71083263319451362 7010597.19335859268903732, 909461.62716218444984406 7010592.42308271024376154, 909456.59552120056468993 7010602.03788294270634651)))",107751100,111.18,residential
234,yes,"MultiPolygon (((909507.96946620172820985 7010656.9798210421577096, 909491.22701478644739836 7010661.15616628993302584, 909494.73357874632347375 7010675.1515791853889823, 909511.46489821269642562 7010670.97522660996764898, 909507.96946620172820985 7010656.9798210421577096)))",107751098,248.86,residential
233,yes,"MultiPolygon (((909582.69824037130456418 7010860.30540904309600592, 909569.85197113361209631 7010863.33101611491292715, 909572.71288204693701118 7010875.43345588445663452, 909585.54801933560520411 7010872.38928218651562929, 909582.69824037130456418 7010860.30540904309600592)))",107751095,163.95,residential
232,yes,"MultiPolygon (((909496.15846822853200138 7010995.01100344397127628, 909482.52183060615789145 7010998.27797186467796564, 909484.32520635728724301 7011005.81427911762148142, 909473.96136176423169672 7011008.301633320748806, 909477.51245352055411786 7011023.2072124695405364, 909501.52406768465880305 7011017.47143836505711079, 909496.15846822853200138 7010995.01100344397127628)))",107751093,487.14,residential
255,yes,"MultiPolygon (((909421.39629821188282222 7010903.31368613801896572, 909424.92512606992386281 7010918.27475536521524191, 909428.18678714998532087 7010917.49514560215175152, 909430.59128815121948719 7010927.66720274742692709, 909446.39865584403742105 7010923.93620948120951653, 909446.7103504182305187 7010925.25412232335656881, 909460.52509922545868903 7010921.9871838353574276, 909457.67532026139087975 7010909.9217976201325655, 909446.45431558939162642 7010912.57618102058768272, 909443.97189094452187419 7010902.05146322026848793, 909449.44880989170633256 7010900.75211630668491125, 909445.3299887323519215 7010883.30376399680972099, 909436.58027675584889948 7010885.38271460961550474, 909437.41517293686047196 7010888.90950706414878368, 909434.13124795840121806 7010889.68911402951925993, 909436.5023531123297289 7010899.74976311717182398, 909421.39629821188282222 7010903.31368613801896572)))",107751146,868.97,residential
256,yes,"MultiPolygon (((909564.08562151051592082 7010626.14918009284883738, 909564.35278828837908804 7010656.2559214299544692, 909579.67035022156778723 7010656.12599073443561792, 909579.41431539284531027 7010626.00068843457847834, 909564.08562151051592082 7010626.14918009284883738)))",107751147,461.51,residential
257,yes,"MultiPolygon (((909576.49774473381694406 7010776.49840587936341763, 909557.21720892854500562 7010781.046050108037889, 909560.45660611055791378 7010794.80036946106702089, 909579.73714191606268287 7010790.25271738599985838, 909576.49774473381694406 7010776.49840587936341763)))",107751149,279.92,residential
258,yes,"MultiPolygon (((909627.67131465161219239 7010645.91715711168944836, 909618.93273462448269129 7010645.50880403816699982, 909612.87695432535838336 7010645.21181999985128641, 909612.35375271842349321 7010656.36729059554636478, 909627.14811304479371756 7010657.05406716465950012, 909627.67131465161219239 7010645.91715711168944836)))",107751150,165.2,residential
282,yes,"MultiPolygon (((909820.62138804362621158 7010595.09592176601290703, 909832.25427483161911368 7010595.13304453529417515, 909832.23201093345414847 7010602.03788294270634651, 909820.88855482160579413 7010602.01932153757661581, 909820.86629092344082892 7010608.40444623772054911, 909850.48840742348693311 7010608.46013048477470875, 909850.4995393727440387 7010604.02395316306501627, 909846.06902363896369934 7010604.02395316306501627, 909846.09128753712866455 7010595.15160591993480921, 909857.25663246365729719 7010595.18872869573533535, 909857.30116025998722762 7010574.52993323467671871, 909820.66591584007255733 7010574.43712654523551464, 909820.62138804362621158 7010595.09592176601290703)))",108149844,1032.97,residential
281,yes,"MultiPolygon (((909921.721749582211487 7010671.75481226015836, 909935.43631084775552154 7010672.12604355067014694, 909935.99290830187965184 7010650.89164167921990156, 909922.28947898512706161 7010650.52041138429194689, 909921.721749582211487 7010671.75481226015836)))",108149843,291.31,residential
280,yes,"MultiPolygon (((909989.88267379475291818 7010585.53681399952620268, 909989.74909040576312691 7010606.15851516649127007, 910015.36370523739606142 7010606.32556786574423313, 910015.49728862650226802 7010585.6853049024939537, 909989.88267379475291818 7010585.53681399952620268)))",108149842,528.48,residential
279,yes,"MultiPolygon (((910131.32521879696287215 7010619.17007503192871809, 910153.21063068672083318 7010619.59698820300400257, 910153.50006136274896562 7010604.30237425956875086, 910131.62578142201527953 7010603.87546191364526749, 910131.32521879696287215 7010619.17007503192871809)))",108149841,334.77,residential
277,yes,"MultiPolygon (((910000.48028931824956089 7010672.75713677518069744, 910013.98334355151746422 7010672.88706774171441793, 910014.16145473683718592 7010654.71531476173549891, 910000.66953245270997286 7010654.56682257074862719, 910000.48028931824956089 7010672.75713677518069744)))",108149838,245.42,residential
276,yes,"MultiPolygon (((909872.52966660063248128 7010565.73186409287154675, 909872.47400685516186059 7010586.91035499144345522, 909887.54666590841952711 7010586.94747772254049778, 909887.5911937050987035 7010565.76898672711104155, 909872.52966660063248128 7010565.73186409287154675)))",108149837,319.1,residential
275,yes,"MultiPolygon (((909747.86296886124182492 7010796.19250836968421936, 909738.90174985234625638 7010798.79116831813007593, 909743.28773778968024999 7010813.93766030017286539, 909752.2489567983429879 7010811.35755730140954256, 909747.86296886124182492 7010796.19250836968421936)))",107751181,147.17,residential
274,yes,"MultiPolygon (((909522.61911119020078331 7010600.0518132196739316, 909538.10365235945209861 7010596.93349913414567709, 909536.73442262248136103 7010590.15859476570039988, 909534.81972738110926002 7010580.63661562278866768, 909519.33518621174152941 7010583.75492333341389894, 909520.53743671230040491 7010589.73168317601084709, 909522.28515271760988981 7010598.38128766603767872, 909522.61911119020078331 7010600.0518132196739316)))",107751179,262.56,residential
273,yes,"MultiPolygon (((909552.8200890424195677 7010938.69313336536288261, 909526.68227260396815836 7010944.93003017082810402, 909532.08126790751703084 7010967.57594649400562048, 909551.89613726863171905 7010962.86113565787672997, 909549.70314330002292991 7010953.69139344617724419, 909556.03722232638392597 7010952.18785372469574213, 909552.8200890424195677 7010938.69313336536288261)))",107751176,564.48,residential
272,yes,"MultiPolygon (((909803.86780467920470983 7010749.10122454166412354, 909815.36710807832423598 7010749.47245943360030651, 909816.54709468071814626 7010713.59268721658736467, 909805.03665933257434517 7010713.20289233606308699, 909804.23515899886842817 7010737.55582808516919613, 909803.86780467920470983 7010749.10122454166412354)))",107751174,413.5,residential
284,yes,"MultiPolygon (((910074.17379222344607115 7010660.76637397333979607, 910073.35002799180801958 7010675.83835737407207489, 910093.59904336684849113 7010676.95205186307430267, 910094.42280759871937335 7010661.88006635382771492, 910074.17379222344607115 7010660.76637397333979607)))",108149846,306.11,residential
271,yes,"MultiPolygon (((909533.87351170915644616 7010860.69521111715584993, 909508.47040391026530415 7010866.69074064772576094, 909511.5873496524291113 7010879.88834631443023682, 909536.99045745155308396 7010873.89280685596168041, 909533.87351170915644616 7010860.69521111715584993)))",107751173,353.95,residential
269,yes,"MultiPolygon (((909494.61112730659078807 7011108.65031673479825258, 909526.14793904824182391 7011101.20672506373375654, 909523.1423127967864275 7011088.45425374526530504, 909491.60550105501897633 7011095.89783350564539433, 909494.61112730659078807 7011108.65031673479825258)))",107751169,424.55,residential
268,yes,"MultiPolygon (((909606.35363216476980597 7010637.82434557285159826, 909613.03280161239672452 7010639.10508813802152872, 909615.69333744235336781 7010625.35103745199739933, 909609.01416799472644925 7010624.051735645160079, 909606.35363216476980597 7010637.82434557285159826)))",107751168,95.36,residential
267,yes,"MultiPolygon (((909423.61155607865657657 7010826.20708238147199154, 909430.50223255855962634 7010855.42360373772680759, 909452.76613071735482663 7010850.15199984330683947, 909449.86069200746715069 7010837.84541700128465891, 909454.69195790798403323 7010836.71313808299601078, 909450.70672013750299811 7010819.82178320828825235, 909423.61155607865657657 7010826.20708238147199154)))",107751166,772.55,residential
266,yes,"MultiPolygon (((909563.02808634785469621 7010712.81309747882187366, 909535.62122771481517702 7010719.29111929889768362, 909539.74004887416958809 7010736.72055085841566324, 909567.14690750744193792 7010730.24251486919820309, 909563.02808634785469621 7010712.81309747882187366)))",107751164,504.37,residential
265,yes,"MultiPolygon (((909694.90828709094785154 7010835.76647878717631102, 909713.13128773379139602 7010830.47632596176117659, 909708.72303589817602187 7010815.23699306137859821, 909690.50003525533247739 7010820.50857386272400618, 909694.90828709094785154 7010835.76647878717631102)))",107751163,301.15,residential
264,yes,"MultiPolygon (((909691.89152889035176486 7010739.48624690715223551, 909692.42586244607809931 7010723.39325045514851809, 909682.90804598340764642 7010723.07770183216780424, 909683.26426835393067449 7010712.21912439353764057, 909661.93545391771476716 7010711.51378141436725855, 909661.63489129266235977 7010720.62755998596549034, 909651.34897034347523004 7010720.27488811872899532, 909650.91482432931661606 7010733.49081305973231792, 909671.41987453342881054 7010734.15903456602245569, 909671.26402724627405405 7010738.8180249547585845, 909691.89152889035176486 7010739.48624690715223551)))",107751161,817.48,residential
263,yes,"MultiPolygon (((909535.79933890013489872 7010913.78271921910345554, 909511.37584261992014945 7010919.53698085248470306, 909514.44826056575402617 7010932.567614471539855, 909538.87175684585236013 7010926.79478127881884575, 909535.79933890013489872 7010913.78271921910345554)))",107751160,335.73,residential
262,yes,"MultiPolygon (((909604.62818005750887096 7011004.90472441725432873, 909607.44456317462027073 7011016.84031784255057573, 909628.52847473090514541 7011011.8656048821285367, 909625.71209161367733032 7010999.93001890182495117, 909604.62818005750887096 7011004.90472441725432873)))",107751158,265.66,residential
261,yes,"MultiPolygon (((909792.94736263249069452 7010796.17394651658833027, 909790.4983338350430131 7010788.21091525815427303, 909782.61691388674080372 7010790.64251603465527296, 909785.08820658235345036 7010798.66123529896140099, 909789.85268078837543726 7010813.73347945604473352, 909802.81026951677631587 7010809.64986369665712118, 909798.04579531087074429 7010794.55906540527939796, 909792.94736263249069452 7010796.17394651658833027)))",107751156,283.86,residential
260,yes,"MultiPolygon (((909553.62158937589265406 7011082.25436967425048351, 909557.02796579420100898 7011096.69602327235043049, 909588.18629126739688218 7011089.34525544475764036, 909584.77991484897211194 7011074.90361516736447811, 909553.62158937589265406 7011082.25436967425048351)))",107751154,475.02,residential
259,yes,"MultiPolygon (((909587.84120084589812905 7010845.77137390803545713, 909609.51510570326354355 7010840.66683400981128216, 909605.68571522017009556 7010824.44369983207434416, 909584.01181036257185042 7010829.56679126713424921, 909587.84120084589812905 7010845.77137390803545713)))",107751153,371.0,residential
270,yes,"MultiPolygon (((909660.28792545420583338 7010774.93921417463570833, 909672.81136816833168268 7010775.23620304744690657, 909673.03400714974850416 7010765.91818241216242313, 909691.46851482533384115 7010766.34510343801230192, 909691.74681355233769864 7010754.44700862653553486, 909688.05100645800121129 7010754.3541998453438282, 909688.28477738855872303 7010744.72065414302051067, 909673.11193079361692071 7010744.34941947180777788, 909672.83363206638023257 7010756.35886977799236774, 909660.73320341715589166 7010756.06188161019235849, 909660.28792545420583338 7010774.93921417463570833)))",107751172,603.44,residential
278,yes,"MultiPolygon (((910321.12495059927459806 7010667.11442262399941683, 910320.83551992324646562 7010681.83374786097556353, 910335.4517690644133836 7010682.11217167600989342, 910335.74119974044151604 7010667.39284592401236296, 910321.12495059927459806 7010667.11442262399941683)))",108149839,215.22,residential
